person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_High School,person_education_Master,person_education_Other,person_home_ownership_MORTGAGE,person_home_ownership_OWN,person_home_ownership_Other,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes
29,50483,9,5000,11,0,5,702,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29,78863,7,4800,11,0,6,703,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
33,50385,10,9000,11,0,9,643,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,80078,7,4800,13,0,7,654,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28,81049,3,4800,10,0,5,698,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
29,50216,8,6000,5,0,8,595,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
27,82221,4,4800,12,0,5,649,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
29,83596,9,4800,11,0,10,615,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,50505,7,10000,12,0,10,647,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34,93206,12,4800,7,0,7,638,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
35,97180,13,4800,7,0,9,691,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
34,117168,10,4800,5,0,10,659,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,50164,3,10000,8,0,8,614,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28,142639,7,4800,8,0,6,679,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
30,144921,7,4800,7,0,8,637,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
32,50028,8,8000,15,0,9,553,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
35,50141,15,8000,10,0,6,686,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
32,77793,12,4875,10,0,9,633,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
28,28776,8,4900,7,0,6,691,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,50137,6,4000,11,0,5,597,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
34,50336,12,16000,11,0,5,625,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,116301,7,10000,7,0,10,679,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
31,50187,8,12000,11,0,7,662,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29,116936,8,10000,8,0,8,608,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
33,50251,15,3300,12,0,7,641,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
27,118630,1,10000,6,0,10,554,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
35,50674,12,3000,7,0,9,646,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
31,121077,6,10000,8,0,5,672,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
32,120996,10,10000,9,0,8,656,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
31,121271,9,10000,11,0,8,638,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
28,120926,4,10000,7,0,7,628,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
32,50663,11,10500,6,0,9,656,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,121064,6,10000,9,0,9,733,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
30,123174,6,10000,6,0,8,601,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
32,50590,8,3500,8,0,9,558,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
27,50579,9,4500,7,0,5,711,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
27,124485,7,10000,8,0,10,625,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
28,124731,6,10000,9,0,8,684,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
30,130739,4,10000,10,0,5,669,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
31,132828,10,10000,15,0,9,688,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
34,132825,7,10000,7,0,9,674,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
32,51156,7,13200,11,0,7,691,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
28,133298,1,10000,13,0,5,565,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
33,133064,11,10000,13,0,10,615,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
33,133024,12,10000,9,0,6,707,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
30,50463,6,4500,6,0,9,559,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28,50741,8,13000,11,0,9,656,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30,50836,6,15000,10,0,9,667,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
28,50752,8,7750,12,0,9,546,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
27,141354,4,10000,8,0,10,554,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
30,142568,9,10000,7,0,7,616,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
33,51260,11,7000,10,0,8,681,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
34,51383,8,8150,15,0,10,629,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30,144998,6,10000,17,0,5,713,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28,150741,5,10000,9,0,9,555,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
30,151059,7,10000,10,0,6,683,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
28,51675,6,5375,10,0,7,660,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,150890,7,10000,10,0,6,649,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
35,152073,10,10000,16,0,5,682,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
27,157172,4,10000,11,0,10,507,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
27,156813,6,10000,7,0,5,663,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,157102,7,10000,14,0,5,660,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
27,156910,6,10000,13,0,6,723,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
28,51541,7,8000,15,0,7,622,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,164149,7,10000,7,0,6,683,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
33,51313,11,13000,7,0,6,595,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34,51306,14,10000,14,0,6,689,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,51513,2,10000,14,0,7,624,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
30,51623,5,1200,6,0,8,717,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,31254,13,4900,6,0,6,674,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,51383,4,7300,11,0,9,661,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
27,36950,4,4900,11,0,5,587,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
33,51530,9,5000,10,0,6,677,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30,113129,10,9925,12,0,7,676,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
28,47418,7,9900,10,0,6,542,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
31,50888,10,9900,11,0,10,681,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
27,61120,5,9900,14,0,5,631,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
32,84764,6,9850,7,0,9,619,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
30,47230,9,9800,11,0,5,611,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,58396,2,9800,8,0,5,646,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
31,50896,5,9000,6,0,8,625,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
30,51586,5,4000,15,0,9,598,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
28,51750,3,6000,5,0,9,699,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,51845,4,3500,8,0,9,627,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
27,52741,5,4900,9,0,5,679,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,77854,7,4900,11,0,10,697,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
28,51257,9,4925,11,0,7,704,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
27,36588,3,4975,10,0,10,678,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
30,51382,10,8000,12,0,9,640,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
33,51838,12,9050,7,0,7,644,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29,34666,5,5000,11,0,10,632,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,34549,6,5000,7,0,9,673,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34,51252,11,2000,5,0,8,709,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28,35719,2,5000,10,0,9,621,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
32,35496,11,5000,10,0,9,642,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
31,35293,8,5000,9,0,7,705,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
27,35525,8,5000,14,0,5,615,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
27,35736,4,5000,13,0,5,581,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
29,35938,3,5000,15,0,7,664,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
32,51058,7,10375,5,0,7,635,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
32,51673,10,1225,5,0,10,626,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
34,36328,11,5000,10,0,7,650,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
28,51036,5,5000,10,0,5,668,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,51509,13,9000,5,0,5,603,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
34,51426,14,7500,11,0,7,611,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29,36723,3,5000,11,0,9,644,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
27,37270,2,5000,13,0,8,697,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
28,36970,7,5000,6,0,6,704,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
28,36862,7,5000,9,0,8,673,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
33,36981,10,5000,7,0,8,679,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
28,51582,4,12000,9,0,7,605,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,37143,11,5000,9,0,5,719,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
30,37084,8,5000,14,0,10,672,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,37865,4,5000,14,0,8,589,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
32,38103,7,5000,11,0,10,685,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
30,38057,8,5000,9,0,10,601,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
35,38210,13,5000,14,0,7,711,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,37967,6,5000,9,0,8,677,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
31,51183,9,7200,9,0,8,645,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
35,38996,15,5000,9,0,9,640,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,51667,5,11000,5,0,7,671,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
28,39562,9,5000,6,0,7,631,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27,51163,6,8000,13,0,9,634,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29,40064,4,5000,8,0,8,579,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
27,39936,4,5000,11,0,6,550,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
29,51644,7,2500,6,0,5,621,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
32,39970,9,5000,11,0,6,691,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
33,51563,13,6400,7,0,10,585,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
27,40493,5,5000,15,0,9,629,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
28,51156,6,10000,10,0,9,661,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29,40596,7,5000,8,0,7,687,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
27,40991,6,5000,10,0,10,688,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,40702,2,5000,14,0,10,650,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,51551,5,2500,13,0,8,563,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
28,41775,6,5000,5,0,8,696,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
27,51584,4,4200,6,0,7,659,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29,41423,5,5000,13,0,10,618,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
27,41615,4,5000,12,0,6,609,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
29,51351,4,7800,13,0,9,579,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
30,51467,7,3000,15,0,9,685,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,41583,6,5000,5,0,7,592,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,41769,6,5000,13,0,10,660,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
28,51535,7,8500,14,0,10,681,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
31,43079,8,5000,10,0,5,680,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
33,43474,8,5000,8,0,5,670,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
27,43183,5,5000,11,0,8,676,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
29,42995,5,5000,11,0,9,616,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,43121,3,5000,10,0,8,678,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32,51939,6,10400,11,0,9,610,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,43866,11,5000,9,0,5,713,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
35,44483,10,5000,7,0,5,690,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
32,51363,10,9000,7,0,8,670,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29,51353,7,2500,7,0,7,679,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29,51213,6,8500,10,0,6,609,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
27,44279,5,5000,9,0,8,603,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
28,51370,8,15000,13,0,9,506,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
31,44687,6,5000,10,0,9,689,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,44171,7,5000,10,0,5,588,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
32,44119,12,5000,11,0,10,619,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
29,44244,3,5000,11,0,5,541,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,51399,7,6000,12,0,9,703,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
30,45422,4,5000,11,0,6,607,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
32,51322,10,1800,10,0,9,571,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29,51582,6,7500,11,0,9,611,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
32,45467,9,5000,11,0,7,725,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
32,45441,8,5000,9,0,7,633,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
32,45402,8,5000,12,0,9,630,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
32,45738,11,5000,6,0,9,697,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32,46504,7,5000,16,0,5,656,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
29,51718,7,2500,8,0,5,614,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
29,46577,7,5000,11,0,5,654,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,51596,2,2400,7,0,8,582,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
28,51601,6,13200,11,0,8,669,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
27,46949,4,5000,9,0,10,662,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28,51385,6,12000,11,0,6,665,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
27,46853,4,5000,7,0,5,663,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
32,46915,7,5000,10,0,9,624,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,47217,5,5000,13,0,6,647,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
31,51620,8,2000,6,0,9,646,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
28,47268,5,5000,11,0,5,567,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
27,47235,6,5000,9,0,10,679,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
33,47166,9,5000,7,0,10,627,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
28,47823,4,5000,10,0,10,684,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
28,48428,5,5000,12,0,10,679,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
34,48817,8,5000,7,0,6,544,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
27,48873,6,5000,8,0,8,667,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
27,49053,5,5000,11,0,9,540,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
27,49022,3,5000,7,0,5,619,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
34,49416,13,5000,12,0,10,564,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
31,48886,9,5000,9,0,10,661,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
34,52469,12,7675,13,0,8,689,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
27,49685,1,5000,13,0,8,591,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
35,50072,14,5000,6,0,5,543,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
29,50428,7,5000,11,0,9,536,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
31,49984,9,5000,15,0,10,695,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
34,50961,14,5000,10,0,6,646,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
28,51512,8,5000,5,0,5,590,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
29,51029,6,5000,15,0,6,591,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
35,51586,15,5000,6,0,10,683,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34,51082,9,5000,11,0,5,671,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
27,51204,2,5000,10,0,10,611,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
28,52328,7,15000,6,0,5,553,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
27,51325,4,5000,11,0,9,663,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
27,51438,3,5000,5,0,5,678,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
31,51792,11,5000,11,0,9,688,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
30,51470,8,5000,11,0,7,632,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
28,53163,2,5000,12,0,5,556,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
29,51677,4,5000,11,0,6,705,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
32,51647,10,5000,10,0,9,627,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
28,51461,6,5000,10,0,5,636,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
27,51530,9,5000,11,0,10,686,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
31,51227,6,5000,10,0,9,645,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,52839,2,5000,13,0,6,702,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
28,52817,5,5000,11,0,9,646,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
31,52395,10,5000,9,0,10,681,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
30,52664,5,5000,9,0,9,551,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
28,52872,4,13800,6,0,6,655,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,52639,7,10000,13,0,10,632,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,53439,2,5000,5,0,7,657,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
35,54627,11,5000,6,0,7,542,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
27,52547,4,15000,7,0,5,554,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
28,52644,5,12000,13,0,6,535,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34,52495,12,11000,7,0,10,636,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
32,52525,6,12000,7,0,7,641,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
31,54743,10,5000,13,0,8,675,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
32,55012,10,5000,10,0,5,677,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
32,54797,8,5000,7,0,10,502,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
28,54832,4,5000,12,0,7,683,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
28,52335,5,8000,9,0,10,688,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
33,55437,10,5000,15,0,6,635,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
27,55546,3,5000,11,0,5,595,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
29,52914,4,10000,8,0,9,539,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30,56132,4,5000,11,0,9,603,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
31,52536,8,3000,8,0,6,674,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
29,57554,7,5000,10,0,7,615,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
30,52658,12,4200,13,0,7,646,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
